energy,heating,price,area,rooms,fee,zipcode,construction_year,level,price_per_area,heating_raw,heating_clean,energy_clean
Fernwärme,Zentralheizung,149000,47.0,3,3.57,10589,1927,1,3170.2127659574467,Zentralheizung,zentralheizung,fernwärme
na,na,1872483,263.73,4,3.57,10999,1956,2,7099.999999999999,na,missing,missing
Gas,Zentralheizung,470000,94.0,3,3.57,12167,1870,1,5000.0,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,499000,68.0,2,3.57,10965,1910,1,7338.235294117647,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,900000,127.0,3,3.57,12167,1905,1,7086.614173228347,Zentralheizung,zentralheizung,gas
Gas,"Fußbodenheizung, offener ",2346000,234.64,6,3.57,10439,2012,1,9998.295260825094,"Fußbodenheizung, offener ",fußbodenheizung,gas
na,na,1650000,200.0,5,3.57,10629,1956,1,8250.0,na,missing,missing
na,na,999000,140.0,4,3.57,10719,1905,1,7135.714285714285,na,missing,missing
Öl,Zentralheizung,284000,71.84,3,2.38,12207,1966,4,3953.229398663697,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,299000,54.51,2,2.94,12169,1925,3,5485.232067510548,Zentralheizung,zentralheizung,gas
na,na,279000,42.0,2,2.94,10179,1973,1,6642.857142857143,na,missing,missing
na,na,308000,60.0,2,3.57,14193,1957,2,5133.333333333333,na,missing,missing
Fernwärme,Zentralheizung,3650000,302.42,9,3.57,10719,1900,4,12069.30758547715,Zentralheizung,zentralheizung,fernwärme
na,na,1549000,101.0,3,3.57,12587,2022,1,15336.633663366336,na,missing,missing
na,na,193600,22.0,1,3.57,13088,2024,24,8800.0,na,missing,missing
Gas,Zentralheizung,355000,58.0,2,3.57,10997,1956,1,6120.689655172414,Zentralheizung,zentralheizung,gas
na,na,550000,100.0,3,3.57,10717,1956,4,5500.0,na,missing,missing
na,na,890000,108.0,4,3.57,10717,1900,1,8240.74074074074,na,missing,missing
Gas,Etagenheizung,430000,44.0,2,3.57,10999,1900,1,9772.727272727272,Etagenheizung,etagenheizung,gas
Elektro,Etagenheizung,375000,78.66,3,3.57,12157,1900,1,4767.353165522502,Etagenheizung,etagenheizung,other
na,na,365000,82.95,3,3.57,12157,1961,1,4400.2411091018685,na,missing,missing
Gas,Zentralheizung,298000,43.5,2,3.57,10997,1900,3,6850.574712643678,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,349951,70.0,2,2.94,12205,1998,1,4999.3,Zentralheizung,zentralheizung,gas
na,na,267750,31.5,1,3.57,13088,2024,24,8500.0,na,missing,missing
Öl,Zentralheizung,220000,55.22,2,3.57,12107,1957,3,3984.0637450199206,Zentralheizung,zentralheizung,öl
Fernwärme,Zentralheizung,498000,76.0,2,3.57,10407,1995,1,6552.631578947368,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,340000,59.81,2,3.57,10777,1961,1,5684.668115699716,Zentralheizung,zentralheizung,fernwärme
na,na,560000,97.95,4,3.57,10117,1975,14,5717.202654415518,na,missing,missing
Öl,Zentralheizung,479000,97.22,3,3.57,14109,1979,1,4926.969759308784,Zentralheizung,zentralheizung,öl
Fernwärme,Zentralheizung,2295000,216.0,4,3.57,10785,2003,5,10625.0,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,315000,67.0,2,2.94,10245,1900,4,4701.492537313433,Zentralheizung,zentralheizung,gas
Fernwärme,Fußbodenheizung,593500,61.0,2,2.97,10249,2022,5,9729.508196721312,Fußbodenheizung,fußbodenheizung,fernwärme
na,na,225000,42.0,3,3.57,10551,1956,1,5357.142857142857,na,missing,missing
Fernwärme,Zentralheizung,99000,33.0,1,3.57,13051,1984,5,3000.0,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,369000,72.37,3,3.57,14052,1956,1,5098.7978444106675,Zentralheizung,zentralheizung,gas
na,na,425000,68.79,2,3.57,10247,1905,3,6178.223579008576,na,missing,missing
Öl,Zentralheizung,279000,57.0,2,3.57,12103,1900,1,4894.736842105263,Zentralheizung,zentralheizung,öl
na,na,450000,72.33,3,3.57,10589,1961,3,6221.484861053505,na,missing,missing
Öl,Zentralheizung,179000,59.13,2,3.57,12347,1969,1,3027.2281413833925,Zentralheizung,zentralheizung,öl
Gas,"Fußbodenheizung, ",899000,178.43,7,3.57,12587,1948,1,5038.390405200919,"Fußbodenheizung, ",fußbodenheizung,gas
Gas,Zentralheizung,228900,39.9,2,3.57,10715,1898,4,5736.842105263158,Zentralheizung,zentralheizung,gas
na,na,185000,35.0,1,3.57,12101,1957,2,5285.714285714285,na,missing,missing
Öl,Zentralheizung,298389,43.0,3,3.57,10965,1960,5,6939.279069767442,Zentralheizung,zentralheizung,öl
na,na,189000,52.0,2,1.95,12305,1955,2,3634.6153846153848,na,missing,missing
Gas,Zentralheizung,581000,78.35,3,3.57,10961,1918,3,7415.443522654755,Zentralheizung,zentralheizung,gas
"Fernwärme, ",Heizungsart,123000,35.0,1,3.57,10365,1900,1,3514.285714285714,Heizungsart,other,fernwärme
Gas,Etagenheizung,319000,70.0,2,2.94,13055,1999,4,4557.142857142857,Etagenheizung,etagenheizung,gas
Fernwärme,Zentralheizung,492000,72.62,3,3.57,10179,2000,1,6774.993114844395,Zentralheizung,zentralheizung,fernwärme
na,na,259000,63.0,2,3.57,13581,1971,3,4111.111111111111,na,missing,missing
na,na,280000,63.0,3,3.57,12439,1956,1,4444.444444444444,na,missing,missing
Gas,Zentralheizung,481695,56.67,2,3.57,10999,1870,4,8500.0,Zentralheizung,zentralheizung,gas
"Fußbodenheizung, ",Wasser-,820000,164.47,4,3.57,12683,2023,1,4985.711679941631,Wasser-,other,other
Gas,Etagenheizung,399000,83.8,3,3.57,12437,1902,1,4761.336515513127,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,795000,101.0,4,3.57,10997,1886,5,7871.287128712871,Etagenheizung,etagenheizung,gas
Fernwärme,Zentralheizung,1980000,146.0,3,3.57,10785,2007,4,13561.643835616438,Zentralheizung,zentralheizung,fernwärme
na,na,795000,101.0,3,3.56,13086,2014,1,7871.287128712871,na,missing,missing
Gas,Etagenheizung,269500,35.49,1,3.57,12163,1905,1,7593.688362919132,Etagenheizung,etagenheizung,gas
na,na,795000,116.58,6,4.76,13049,2024,1,6819.351518270715,na,missing,missing
na,na,749000,109.72,5,4.76,13049,2024,1,6826.467371491069,na,missing,missing
na,na,209849,24.26,1,3.57,13088,2024,24,8650.0,na,missing,missing
Gas,Etagenheizung,579000,78.0,2,3.57,10247,1952,2,7423.076923076923,Etagenheizung,etagenheizung,gas
Fernwärme,Zentralheizung,1250000,267.8,10,3.57,10999,1956,2,4667.662434652726,Zentralheizung,zentralheizung,fernwärme
na,na,685000,117.0,4,3.57,13158,1903,1,5854.7008547008545,na,missing,missing
na,na,198000,32.85,1,3.57,13585,1895,2,6027.397260273972,na,missing,missing
na,na,795000,110.0,4,3.57,12103,2012,4,7227.272727272727,na,missing,missing
na,na,1390000,165.0,5,3.57,10777,1880,2,8424.242424242424,na,missing,missing
na,na,346800,40.8,2,3.57,13088,2024,1,8500.0,na,missing,missing
Gas,Fußbodenheizung,1175000,147.9,5,3.57,10439,2010,1,7944.557133198106,Fußbodenheizung,fußbodenheizung,gas
na,na,347000,50.0,2,3.57,12555,2024,2,6940.0,na,missing,missing
na,na,257000,33.0,1,3.57,12555,2024,2,7787.878787878788,na,missing,missing
na,na,195360,22.2,1,3.57,13088,2024,24,8800.0,na,missing,missing
Fernwärme,Zentralheizung,510000,90.0,3,3.57,14193,1920,4,5666.666666666667,Zentralheizung,zentralheizung,fernwärme
na,na,204850,24.1,1,3.57,13088,2024,1,8500.0,na,missing,missing
Gas,Zentralheizung,225000,72.74,1,3.57,10439,1900,1,3093.208688479516,Zentralheizung,zentralheizung,gas
na,na,375000,55.0,2,3.57,10707,1926,4,6818.181818181818,na,missing,missing
na,na,649000,70.0,3,3.57,10439,2019,1,9271.42857142857,na,missing,missing
Gas,Zentralheizung,433000,57.18,2,3.57,12049,1914,4,7572.577824414131,Zentralheizung,zentralheizung,gas
Gas,"Fußbodenheizung, ",450000,45.41,2,3.57,13158,2021,2,9909.711517286942,"Fußbodenheizung, ",fußbodenheizung,gas
na,na,795000,102.34,4,3.57,13158,2021,2,7768.223568497166,na,missing,missing
Fernwärme,Zentralheizung,449000,56.0,2,3.57,10789,1956,2,8017.857142857143,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,265000,62.0,3,3.57,13059,1987,5,4274.193548387097,Zentralheizung,zentralheizung,fernwärme
Öl,Zentralheizung,285000,63.5,2,3.57,12157,1906,5,4488.188976377953,Zentralheizung,zentralheizung,öl
Öl,Zentralheizung,344000,56.54,2,3.57,12157,1906,2,6084.1881853555005,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,498000,79.06,3,3.57,10405,1905,4,6299.013407538578,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,115000,45.62,2,3.57,13051,1956,5,2520.8241999123193,Zentralheizung,zentralheizung,fernwärme
na,na,619000,88.6,3,3.57,12167,2009,1,6986.45598194131,na,missing,missing
na,na,699000,89.0,3,3.57,14197,2022,1,7853.932584269663,na,missing,missing
na,na,315000,62.12,2,3.57,12247,1959,1,5070.8306503541535,na,missing,missing
Gas,Zentralheizung,420000,74.9,3,3.57,10247,1905,1,5607.476635514018,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,679000,91.81,3,3.57,10243,1955,9,7395.708528482736,Zentralheizung,zentralheizung,fernwärme
Öl,Zentralheizung,249800,73.0,3,3.57,12247,1986,1,3421.917808219178,Zentralheizung,zentralheizung,öl
Luft-/,Wärmepumpe,1415000,148.94,4,3.57,10245,2022,5,9500.469987914596,Wärmepumpe,other,other
Luft-/,Wärmepumpe,675000,74.89,2,3.57,10245,2022,5,9013.219388436371,Wärmepumpe,other,other
na,na,2990000,222.0,4,3.57,14059,2023,5,13468.468468468467,na,missing,missing
na,na,1690000,135.0,3,3.57,14059,2023,1,12518.518518518518,na,missing,missing
na,na,1999000,154.0,3,3.57,14059,2022,1,12980.51948051948,na,missing,missing
Fernwärme,Zentralheizung,690000,106.0,4,3.57,10367,1914,1,6509.433962264151,Zentralheizung,zentralheizung,fernwärme
na,na,1265000,190.0,3,3.57,14197,1912,1,6657.894736842105,na,missing,missing
Gas,Zentralheizung,230000,47.0,2,3.57,10781,1961,1,4893.617021276596,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,498000,71.0,2,3.57,14193,1989,2,7014.084507042254,Zentralheizung,zentralheizung,öl
Gas,Kamin,520000,95.61,3,3.57,10409,1930,4,5438.761635812153,Kamin,other,gas
na,na,6690000,451.0,8,3.57,10787,1956,1,14833.70288248337,na,missing,missing
na,na,649000,95.57,3,3.57,10247,1896,4,6790.833943706184,na,missing,missing
Öl,Zentralheizung,619000,116.62,3,3.57,13469,1902,1,5307.837420682558,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,235000,44.05,1,3.57,14057,1956,5,5334.846765039728,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,370000,54.54,2,3.57,10789,1960,3,6784.011734506784,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,450000,57.91,2,3.57,10777,1960,1,7770.67863926783,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,150000,40.0,1,3.57,14059,1970,5,3750.0,Zentralheizung,zentralheizung,gas
na,na,1900000,140.0,4,3.57,14193,2015,1,13571.42857142857,na,missing,missing
Fernwärme,Zentralheizung,499000,88.0,3,3.57,10585,1912,4,5670.454545454545,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,1750000,132.45,3,3.57,10629,2017,5,13212.53303133258,Zentralheizung,zentralheizung,gas
Gas,Etagenheizung,690000,144.0,4,2.38,13347,1956,2,4791.666666666667,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,720000,136.0,4,2.38,13347,1956,3,5294.117647058823,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,295000,66.0,2,2.38,13347,1956,4,4469.69696969697,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,690000,92.0,3,3.57,13347,1911,1,7500.0,Etagenheizung,etagenheizung,gas
na,na,559000,76.0,2,3.57,14197,1956,1,7355.263157894737,na,missing,missing
na,na,390000,76.6,2,2.38,13347,1956,4,5091.383812010445,na,missing,missing
Gas,Etagenheizung,375000,66.0,2,2.38,13347,1956,3,5681.818181818182,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,349000,66.0,2,2.38,13347,1956,1,5287.878787878788,Etagenheizung,etagenheizung,gas
na,na,409000,55.0,2,3.57,14197,2022,1,7436.363636363636,na,missing,missing
na,na,499000,66.0,3,3.57,14197,2022,1,7560.606060606061,na,missing,missing
na,na,509000,66.0,2,3.57,14197,2022,1,7712.121212121212,na,missing,missing
Gas,Etagenheizung,759000,100.14,4,3.57,10119,1900,1,7579.388855602157,Etagenheizung,etagenheizung,gas
Gas,"Kamin, ",697000,99.59,2,3.57,10707,1913,5,6998.694648057033,"Kamin, ",other,gas
Fernwärme,Zentralheizung,319000,56.0,2,3.57,10711,1956,1,5696.428571428572,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,379000,83.77,3,3.57,12487,1996,3,4524.29270621941,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,192500,32.0,2,3.57,13403,1956,1,6015.625,Zentralheizung,zentralheizung,öl
Fernwärme,"Fußbodenheizung, ",544900,50.04,2,3.57,10623,1956,1,10889.288569144685,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,199000,49.0,2,3.57,12103,1956,1,4061.2244897959185,na,missing,missing
Gas,Zentralheizung,369000,85.35,3,3.57,12487,1996,1,4323.3743409490335,Zentralheizung,zentralheizung,gas
Gas,Etagenheizung,779000,90.99,3,3.57,10965,1910,3,8561.380371469393,Etagenheizung,etagenheizung,gas
Fernwärme,Zentralheizung,198900,61.23,2,3.57,13627,1959,1,3248.407643312102,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,320000,51.22,2,3.57,12043,1953,4,6247.559547051933,Zentralheizung,zentralheizung,fernwärme
Gas,Etagenheizung,429000,59.79,2,3.57,12161,1910,4,7175.112895132966,Etagenheizung,etagenheizung,gas
na,na,319000,52.0,2,3.57,12527,2000,1,6134.615384615385,na,missing,missing
Öl,Zentralheizung,225000,56.64,3,3.57,14052,1956,1,3972.457627118644,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,1340000,160.0,3,3.57,14129,2015,1,8375.0,Zentralheizung,zentralheizung,gas
Fernwärme,"Fußbodenheizung, ",193600,22.0,1,3.57,13088,2024,24,8800.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,Zentralheizung,484000,70.0,2,3.57,10245,1994,4,6914.285714285715,Zentralheizung,zentralheizung,fernwärme
na,na,150000,44.0,3,3.57,12355,1972,1,3409.090909090909,na,missing,missing
Fernwärme,"Fußbodenheizung, ",214170,24.2,1,3.57,13088,2024,24,8850.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Gas,Zentralheizung,890000,72.74,3,3.57,10405,1897,1,12235.358812207864,Zentralheizung,zentralheizung,gas
na,na,395000,85.0,3,3.57,12305,1969,2,4647.058823529412,na,missing,missing
na,na,535000,91.0,2,3.57,14129,1996,1,5879.120879120879,na,missing,missing
na,na,290000,64.58,2,3.57,12209,1973,1,4490.55435119232,na,missing,missing
na,na,352000,55.0,2,3.57,10707,1956,1,6400.0,na,missing,missing
Gas,Zentralheizung,237000,62.54,2,3.57,13349,1920,4,3789.5746722097856,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,799000,90.0,2,3.57,10437,1900,5,8877.777777777777,Zentralheizung,zentralheizung,gas
na,na,369000,57.0,2,3.57,10249,1956,1,6473.684210526316,na,missing,missing
na,na,600000,79.0,3,3.57,10439,1910,5,7594.93670886076,na,missing,missing
na,na,175000,50.0,1,3.57,12351,1977,2,3500.0,na,missing,missing
na,na,190000,28.0,1,6.78,10557,1956,1,6785.714285714285,na,missing,missing
Fernwärme,Zentralheizung,755000,107.98,3,3.57,10789,1890,1,6992.035562141137,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,310000,50.0,2,3.57,10178,1967,2,6200.0,Zentralheizung,zentralheizung,gas
na,na,579000,127.0,4,3.57,10557,1890,2,4559.055118110236,na,missing,missing
Gas,Zentralheizung,370000,61.0,3,2.94,14193,1956,1,6065.573770491803,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,315000,69.71,3,3.57,12207,1970,1,4518.720413140152,Zentralheizung,zentralheizung,öl
na,na,499000,112.75,4,3.57,12159,1992,2,4425.720620842572,na,missing,missing
na,na,420000,58.0,3,3.57,14052,1954,2,7241.379310344828,na,missing,missing
Fernwärme,Zentralheizung,489000,63.99,2,3.57,10711,1911,2,7641.819034224097,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,489000,64.39,2,3.57,10711,1911,1,7594.346948283895,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,825000,111.18,4,3.57,10711,1911,1,7420.39935240151,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,449000,64.82,2,3.57,10711,1911,1,6926.874421474854,Zentralheizung,zentralheizung,fernwärme
Fernwärme,Zentralheizung,639000,108.54,3,3.57,10711,1911,1,5887.230514096185,Zentralheizung,zentralheizung,fernwärme
na,na,1348000,114.36,3,3.57,10117,2012,1,11787.338230150404,na,missing,missing
Gas,Zentralheizung,453000,97.15,4,3.57,10317,1891,3,4662.892434379824,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,453000,97.15,4,3.57,10317,1891,4,4662.892434379824,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,459900,98.87,4,3.57,10317,1891,1,4651.562658035805,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,444000,95.13,3,3.57,10317,1891,4,4667.297382529171,Zentralheizung,zentralheizung,gas
Gas,Zentralheizung,327000,70.18,3,3.57,10317,1891,1,4659.447135936163,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,850000,140.78,3,3.57,10711,1989,4,6037.789458729933,Zentralheizung,zentralheizung,öl
na,na,190000,32.3,1,6.78,10627,1969,1,5882.352941176471,na,missing,missing
na,na,229000,48.87,2,3.75,10707,1926,1,4685.901370984244,na,missing,missing
na,na,199990,54.0,2,3.57,13357,1910,1,3703.5185185185182,na,missing,missing
Gas,Zentralheizung,394400,86.41,3,3.57,12161,1910,1,4564.2865409096175,Zentralheizung,zentralheizung,gas
Fernwärme,"Fußbodenheizung, ",191250,22.5,1,3.57,13088,2024,1,8500.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",194700,22.0,1,3.57,13088,2024,24,8850.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,324900,86.0,4,3.57,13357,1910,2,3777.906976744186,na,missing,missing
Gas,Zentralheizung,289000,50.65,2,3.57,10439,1939,1,5705.824284304048,Zentralheizung,zentralheizung,gas
"Fernwärme, ",Heizungsart,1028000,165.1,4,3.57,12555,1905,1,6226.529376135675,Heizungsart,other,fernwärme
Gas,Zentralheizung,545000,72.0,2,3.57,10247,1900,2,7569.444444444444,Zentralheizung,zentralheizung,gas
Fernwärme,"Fußbodenheizung, ",197120,22.4,1,3.57,13088,2024,1,8800.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",199125,22.5,1,3.57,13088,2024,1,8850.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,530000,117.95,3,3.57,13595,1925,1,4493.429419245443,na,missing,missing
Gas,Etagenheizung,349000,75.0,3,2.94,12489,1997,2,4653.333333333333,Etagenheizung,etagenheizung,gas
Gas,Zentralheizung,424600,86.98,3,3.57,12307,1906,2,4881.581972867326,Zentralheizung,zentralheizung,gas
na,na,290000,56.0,2,3.57,13407,1966,2,5178.571428571428,na,missing,missing
Öl,Zentralheizung,299000,55.0,2,2.94,12249,1959,2,5436.363636363636,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,699000,156.0,3,2.38,10367,1890,1,4480.7692307692305,Zentralheizung,zentralheizung,gas
na,na,207500,30.4,1,3.57,10557,1958,2,6825.6578947368425,na,missing,missing
Gas,Zentralheizung,995000,132.5,5,1.79,10247,1903,1,7509.433962264151,Zentralheizung,zentralheizung,gas
na,na,1549000,143.0,3,3.57,14197,2023,1,10832.167832167832,na,missing,missing
na,na,287000,99.87,5,2.94,12619,1984,8,2873.7358566135977,na,missing,missing
na,na,295000,48.0,2,3.57,12555,1938,3,6145.833333333333,na,missing,missing
Fernwärme,Zentralheizung,275000,65.16,2,2.38,12487,1995,4,4220.380601596072,Zentralheizung,zentralheizung,fernwärme
Gas,Etagenheizung,890000,112.0,5,3.57,12159,1908,1,7946.428571428572,Etagenheizung,etagenheizung,gas
Gas,Etagenheizung,1299000,170.99,6,3.57,12159,1908,1,7596.935493303701,Etagenheizung,etagenheizung,gas
Fernwärme,Fußbodenheizung,1488991,114.98,4,3.57,10627,1901,5,12950.0,Fußbodenheizung,fußbodenheizung,fernwärme
Gas,Zentralheizung,495000,110.0,3,3.57,12487,1929,2,4500.0,Zentralheizung,zentralheizung,gas
na,na,349000,67.0,3,3.57,13593,1958,2,5208.955223880597,na,missing,missing
Fernwärme,"Fußbodenheizung, ",191165,22.1,1,3.57,13088,2024,24,8650.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",272475,31.5,3,3.57,13088,2024,24,8650.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,279000,56.93,2,3.57,14193,1964,1,4900.755313542947,na,missing,missing
Gas,Zentralheizung,1100000,139.0,5,3.57,13347,2022,5,7913.669064748202,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,294000,42.87,2,3.57,10179,2000,1,6857.942617214836,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,320000,43.0,1,3.57,10717,1902,4,7441.860465116279,Zentralheizung,zentralheizung,gas
Gas,Etagenheizung,483427,62.42,2,3.57,10435,1910,2,7744.745273950657,Etagenheizung,etagenheizung,gas
Gas,Zentralheizung,449000,75.0,2,3.57,10439,1914,1,5986.666666666667,Zentralheizung,zentralheizung,gas
Fernwärme,"Kamin, ",1480000,188.72,3,3.57,10117,2000,1,7842.306061890632,"Kamin, ",other,fernwärme
na,na,134999,45.0,1,3.57,12355,1972,1,2999.9777777777776,na,missing,missing
Gas,Zentralheizung,209000,58.5,2,3.57,12527,1997,1,3572.6495726495727,Zentralheizung,zentralheizung,gas
Öl,Zentralheizung,210000,45.0,2,2.94,12157,1973,2,4666.666666666667,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,649000,88.16,3,3.57,10827,1895,1,7361.615245009075,Zentralheizung,zentralheizung,gas
na,na,330000,85.0,3,3.57,12305,1969,1,3882.3529411764703,na,missing,missing
Öl,Zentralheizung,495000,89.0,3,3.57,12203,1964,4,5561.797752808989,Zentralheizung,zentralheizung,öl
na,na,205000,50.0,2,3.57,12107,1958,1,4100.0,na,missing,missing
na,na,230000,52.18,2,3.57,10585,1886,4,4407.819087773093,na,missing,missing
Gas,Etagenheizung,199000,35.0,1,3.57,10629,1950,3,5685.714285714285,Etagenheizung,etagenheizung,gas
na,na,1350000,195.0,6,3.57,10629,1900,1,6923.076923076923,na,missing,missing
Öl,Zentralheizung,240000,60.0,2,3.57,13407,1961,4,4000.0,Zentralheizung,zentralheizung,öl
Elektro,"Fußbodenheizung, ",625000,90.0,3,22.3,12623,2020,2,6944.444444444444,"Fußbodenheizung, ",fußbodenheizung,other
Fernwärme,"Fußbodenheizung, ",198000,22.5,1,3.57,13088,2024,24,8800.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,"Fußbodenheizung, ",194700,22.0,1,3.57,13088,2024,1,8850.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
Fernwärme,Zentralheizung,749000,60.0,2,3.57,10119,1890,5,12483.333333333334,Zentralheizung,zentralheizung,fernwärme
Gas,Zentralheizung,279900,80.0,3,3.57,13127,1998,1,3498.75,Zentralheizung,zentralheizung,gas
Gas,Fußbodenheizung,1495000,178.75,3,3.57,10119,2011,2,8363.636363636364,Fußbodenheizung,fußbodenheizung,gas
Gas,Zentralheizung,550000,99.0,3,3.57,14129,1981,2,5555.555555555556,Zentralheizung,zentralheizung,gas
na,na,450000,90.0,3,3.57,14059,1910,3,5000.0,na,missing,missing
Gas,Zentralheizung,259000,67.0,3,3.57,12157,1957,3,3865.6716417910447,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,810000,105.0,3,3.57,10707,1900,1,7714.285714285715,Zentralheizung,zentralheizung,fernwärme
Gas,"Etagenheizung, ",344444,72.7,3,3.57,12359,1956,1,4737.881705639615,"Etagenheizung, ",etagenheizung,gas
na,na,1837500,147.0,4,3.57,10999,1956,1,12500.0,na,missing,missing
Gas,Zentralheizung,399000,63.89,2,3.57,13086,2001,5,6245.108780716857,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,1200000,170.0,4,3.57,10243,1905,2,7058.823529411765,Zentralheizung,zentralheizung,fernwärme
Öl,Zentralheizung,315000,72.0,2,3.57,14050,1975,1,4375.0,Zentralheizung,zentralheizung,öl
Gas,Zentralheizung,169000,42.37,2,3.57,12487,1990,3,3988.671229643616,Zentralheizung,zentralheizung,gas
na,na,339000,59.0,3,3.57,10829,1956,1,5745.762711864407,na,missing,missing
Gas,Zentralheizung,450000,89.25,3,3.57,13467,1956,3,5042.016806722689,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,560000,100.0,4,3.57,10117,1973,15,5600.0,Zentralheizung,zentralheizung,fernwärme
Gas,Etagenheizung,398000,85.94,4,3.57,10245,1906,2,4631.138003258087,Etagenheizung,etagenheizung,gas
Gas,Zentralheizung,340000,85.0,3,3.57,13129,1994,1,4000.0,Zentralheizung,zentralheizung,gas
na,na,580000,94.0,4,3.57,10783,1,2,6170.212765957447,na,missing,missing
Gas,Zentralheizung,580000,120.0,5,3.57,14129,1992,1,4833.333333333333,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,289000,40.73,1,3.57,10247,2012,4,7095.506997299289,Zentralheizung,zentralheizung,fernwärme
Öl,Zentralheizung,312000,85.0,4,3.57,12207,1956,1,3670.5882352941176,Zentralheizung,zentralheizung,öl
na,na,2500000,550.0,16,7.14,12557,1997,1,4545.454545454545,na,missing,missing
Öl,Zentralheizung,395000,100.0,3,3.57,10829,1914,1,3950.0,Zentralheizung,zentralheizung,öl
na,na,465000,57.0,2,3.57,10777,1910,2,8157.894736842105,na,missing,missing
Fernwärme,"Fußbodenheizung, ",188700,22.2,3,3.57,13088,2024,24,8500.0,"Fußbodenheizung, ",fußbodenheizung,fernwärme
na,na,213136,24.22,1,3.57,13088,2024,24,8800.0,na,missing,missing
Gas,Fußbodenheizung,395950,56.0,2,2.8,10439,2018,1,7070.535714285715,Fußbodenheizung,fußbodenheizung,gas
Fernwärme,Zentralheizung,310000,50.8,2,3.57,10439,1930,1,6102.36220472441,Zentralheizung,zentralheizung,fernwärme
Erdwärme,"Fußbodenheizung, ",995000,110.0,3,3.57,10119,2009,3,9045.454545454546,"Fußbodenheizung, ",fußbodenheizung,other
Gas,Zentralheizung,310000,72.25,2,3.57,10365,1918,2,4290.657439446367,Zentralheizung,zentralheizung,gas
Fernwärme,Zentralheizung,400000,96.0,4,3.57,13587,1997,1,4166.666666666667,Zentralheizung,zentralheizung,fernwärme
